Date,Date,Open,High,Low,Close,Adj Close,Volume,weekly_bias,week_high_low_day
2001-02-26,2001-02-26,2078.0,2113.0,1839.5,1876.5,1876.5,593896,-1.0,Monday
2001-03-05,2001-03-05,1883.5,2036.5,1804.5,1811.0,1811.0,337180,-1.0,Tuesday
2001-03-12,2001-03-12,1817.5,1825.0,1669.5,1663.949951171875,1663.949951171875,131262,-1.0,Monday
2001-03-19,2001-03-19,1680.0,1784.0,1602.0,1734.0,1734.0,640335,1.0,Thursday
2001-03-26,2001-03-26,1738.5,1777.0,1544.5,1588.0,1588.0,544738,-1.0,Monday
2001-04-02,2001-04-02,1601.0,1625.0,1361.0,1467.0,1467.0,656047,-1.0,Monday
2001-04-09,2001-04-09,1471.5,1731.5,1439.0,1730.0,1730.0,622480,1.0,Monday
2001-04-16,2001-04-16,1731.0,1997.0,1586.0,1953.5,1953.5,797523,1.0,Tuesday
2001-04-23,2001-04-23,1956.0,1960.0,1754.0,1823.0,1823.0,706840,-1.0,Monday
2001-04-30,2001-04-30,1825.5,1992.5,1823.5,1940.5,1940.5,710157,1.0,Friday
2001-05-07,2001-05-07,1941.5,1958.5,1816.5,1834.5,1834.5,644875,-1.0,Monday
2001-05-14,2001-05-14,1842.5,1965.0,1764.0,1934.0,1934.0,631552,1.0,Wednesday
2001-05-21,2001-05-21,1933.5,2080.5,1920.5,1968.5,1968.5,581774,1.0,Monday
2001-05-28,2001-05-28,1970.0,1984.0,1771.5,1851.5,1851.5,483961,-1.0,Tuesday
2001-06-04,2001-06-04,1845.0,1999.0,1820.0,1902.5,1902.5,407587,1.0,Monday
2001-06-11,2001-06-11,1900.0,1919.0,1662.5,1678.010009765625,1678.010009765625,164081,-1.0,Monday
2001-06-18,2001-06-18,1728.5,1793.0,1660.0,1753.0,1753.0,778407,1.0,Wednesday
2001-06-25,2001-06-25,1749.5,1883.5,1704.0,1855.0,1855.0,651460,1.0,Tuesday
2001-07-02,2001-07-02,1848.0,1882.0,1678.5,1683.5,1683.5,292753,-1.0,Monday
2001-07-09,2001-07-09,1683.0,1797.0,1612.5,1765.5,1765.5,661634,1.0,Wednesday
2001-07-16,2001-07-16,1767.0,1773.5,1655.0,1686.5,1686.5,681304,-1.0,Monday
2001-07-23,2001-07-23,1687.5,1718.0,1588.5,1693.0,1693.0,621270,1.0,Tuesday
2001-07-30,2001-07-30,1697.0,1779.5,1671.5,1741.5,1741.5,527664,1.0,Monday
2001-08-06,2001-08-06,1740.0,1744.0,1582.5,1624.0,1624.0,561126,-1.0,Monday
2001-08-13,2001-08-13,1626.0,1680.0,1519.0,1521.0,1521.0,562291,-1.0,Tuesday
2001-08-20,2001-08-20,1518.0,1585.0,1471.0,1580.5,1580.5,556141,1.0,Wednesday
2001-08-27,2001-08-27,1585.0,1606.0,1437.0,1472.5,1472.5,579071,-1.0,Monday
2001-09-03,2001-09-03,1474.0,1523.0,1338.5,1353.5,1353.5,746501,-1.0,Tuesday
2001-09-10,2001-09-10,1353.0,1394.5,1317.0,1336.0,1336.0,169485,-1.0,Tuesday
2001-09-17,2001-09-17,1280.5,1311.0,1104.0,1092.52001953125,1092.52001953125,336787,-1.0,Monday
2001-09-24,2001-09-24,1144.0,1229.5,1107.5,1175.0,1175.0,633720,1.0,Thursday
2001-10-01,2001-10-01,1171.0,1321.0,1136.0,1280.5,1280.5,832554,1.0,Wednesday
2001-10-08,2001-10-08,1264.5,1426.0,1240.0,1389.5,1389.5,813908,1.0,Wednesday
2001-10-15,2001-10-15,1375.0,1464.0,1305.5,1353.5,1353.5,859840,-1.0,Wednesday
2001-10-22,2001-10-22,1353.5,1493.0,1338.5,1451.5,1451.5,914760,1.0,Monday
2001-10-29,2001-10-29,1457.0,1457.0,1323.0,1432.5,1432.5,870967,-1.0,Monday
2001-11-05,2001-11-05,1430.5,1586.0,1430.0,1517.5,1517.5,796990,1.0,Monday
2001-11-12,2001-11-12,1521.0,1623.0,1457.5,1585.0,1585.0,824979,1.0,Monday
2001-11-19,2001-11-19,1587.5,1634.5,1527.5,1578.0,1578.0,368091,-1.0,Tuesday
2001-11-26,2001-11-26,1579.0,1648.0,1550.0,1598.0,1598.0,945850,1.0,Thursday
2001-12-03,2001-12-03,1590.0,1738.0,1562.5,1677.0,1677.0,824190,1.0,Tuesday
2001-12-10,2001-12-10,1681.0,1697.5,1569.0,1612.5,1612.5,546098,-1.0,Monday
2001-12-17,2001-12-17,1612.0,1667.0,1547.0,1578.300048828125,1578.300048828125,36828,-1.0,Tuesday
2001-12-24,2001-12-24,1595.0,1645.5,1575.0,1624.0,1624.0,189270,1.0,Monday
2001-12-31,2001-12-31,1625.0,1704.5,1568.5,1679.0,1679.0,480158,1.0,Monday
2002-01-07,2002-01-07,1676.5,1717.0,1630.0,1646.5,1646.5,932219,-1.0,Wednesday
2002-01-14,2002-01-14,1642.0,1679.5,1538.0,1554.5,1554.5,934847,-1.0,Tuesday
2002-01-21,2002-01-21,1555.0,1591.5,1503.0,1562.5,1562.5,677742,1.0,Tuesday
2002-01-28,2002-01-28,1560.0,1587.0,1484.0,1535.0,1535.0,903848,-1.0,Tuesday
2002-02-04,2002-02-04,1529.0,1535.5,1407.5,1454.0,1454.0,983322,-1.0,Monday
2002-02-11,2002-02-11,1458.0,1512.0,1434.0,1440.0,1440.0,868876,-1.0,Thursday
2002-02-18,2002-02-18,1442.0,1447.0,1330.5,1358.5,1358.5,991108,-1.0,Monday
2002-02-25,2002-02-25,1360.0,1437.5,1354.0,1436.5,1436.5,1036507,1.0,Monday
2002-03-04,2002-03-04,1431.0,1568.0,1423.0,1556.0,1556.0,762842,1.0,Monday
2002-03-11,2002-03-11,1540.0,1575.0,1473.5,1483.93994140625,1483.93994140625,159436,-1.0,Monday
2002-03-18,2002-03-18,1505.0,1532.5,1449.5,1482.0,1482.0,809787,-1.0,Monday
2002-03-25,2002-03-25,1481.0,1492.0,1426.0,1459.5,1459.5,611264,-1.0,Monday
2002-04-01,2002-04-01,1454.0,1489.5,1378.5,1389.0,1389.0,935630,-1.0,Monday
2002-04-08,2002-04-08,1385.0,1412.0,1326.0,1353.0,1353.0,1103084,-1.0,Tuesday
2002-04-15,2002-04-15,1355.5,1440.0,1340.0,1389.0,1389.0,812077,1.0,Monday
2002-04-22,2002-04-22,1388.0,1391.5,1250.5,1252.0,1252.0,950582,-1.0,Monday
2002-04-29,2002-04-29,1257.0,1297.5,1186.5,1197.5,1197.5,1069625,-1.0,Tuesday
2002-05-06,2002-05-06,1200.5,1286.0,1144.5,1189.0,1189.0,1186478,-1.0,Thursday
2002-05-13,2002-05-13,1194.0,1354.0,1187.0,1326.0,1326.0,1134652,1.0,Monday
2002-05-20,2002-05-20,1325.5,1329.5,1234.0,1257.5,1257.5,1015248,-1.0,Monday
2002-05-27,2002-05-27,1255.0,1270.0,1202.5,1209.5,1209.5,855556,-1.0,Tuesday
2002-06-03,2002-06-03,1209.5,1219.5,1106.0,1137.5,1137.5,1201802,-1.0,Monday
2002-06-10,2002-06-10,1139.0,1163.0,1054.5,1111.5,1111.5,749073,-1.0,Tuesday
2002-06-17,2002-06-17,1110.0,1171.0,1054.5,1062.0,1062.0,191665,-1.0,Tuesday
2002-06-24,2002-06-24,1044.0,1082.0,974.0,1054.0,1054.0,1284367,1.0,Wednesday
2002-07-01,2002-07-01,1054.5,1064.5,953.0,1064.0,1064.0,979276,1.0,Wednesday
2002-07-08,2002-07-08,1061.5,1073.5,948.5,1000.0,1000.0,1409592,-1.0,Monday
2002-07-15,2002-07-15,1000.0,1066.0,958.0,967.0,967.0,1478641,-1.0,Wednesday
2002-07-22,2002-07-22,960.5,985.5,873.0,912.5,912.5,1508445,-1.0,Monday
2002-07-29,2002-07-29,915.0,995.0,879.5,896.0,896.0,1028195,-1.0,Tuesday
2002-08-05,2002-08-05,894.5,955.5,857.0,939.0,939.0,1092617,1.0,Tuesday
2002-08-12,2002-08-12,937.5,1006.5,904.0,995.0,995.0,999633,1.0,Wednesday
2002-08-19,2002-08-19,994.0,1055.0,988.0,1013.0,1013.0,899073,1.0,Monday
2002-08-26,2002-08-26,1011.5,1029.5,927.0,943.5,943.5,948082,-1.0,Monday
2002-09-02,2002-09-02,942.0,946.0,883.0,920.5,920.5,859913,-1.0,Monday
2002-09-09,2002-09-09,918.0,980.5,894.5,925.5,925.5,616635,1.0,Monday
2002-09-16,2002-09-16,925.0,944.5,863.0,879.0,879.0,223326,-1.0,Tuesday
2002-09-23,2002-09-23,877.0,901.0,833.5,861.5,861.5,1256634,-1.0,Thursday
2002-09-30,2002-09-30,859.0,889.5,812.0,820.0,820.0,1390301,-1.0,Wednesday
2002-10-07,2002-10-07,820.5,903.0,797.5,894.5,894.5,1439743,1.0,Tuesday
2002-10-14,2002-10-14,889.5,968.5,879.0,960.5,960.5,1174577,1.0,Monday
2002-10-21,2002-10-21,956.0,1002.0,939.5,992.5,992.5,1339573,1.0,Monday
2002-10-28,2002-10-28,993.5,1023.5,942.5,1020.5,1020.5,1386258,1.0,Tuesday
2002-11-04,2002-11-04,1035.0,1074.5,1005.0,1009.0,1009.0,1262590,-1.0,Thursday
2002-11-11,2002-11-11,1009.0,1066.5,973.5,1065.5,1065.5,1215638,1.0,Monday
2002-11-18,2002-11-18,1065.5,1124.5,1019.0,1116.5,1116.5,1370702,1.0,Tuesday
2002-11-25,2002-11-25,1116.5,1145.0,1083.5,1117.0,1117.0,933821,1.0,Tuesday
2002-12-02,2002-12-02,1112.5,1157.5,1030.0,1067.0,1067.0,1581508,-1.0,Monday
2002-12-09,2002-12-09,1066.5,1072.5,1006.0,1007.5,1007.5,768594,-1.0,Monday
2002-12-16,2002-12-16,1011.0,1053.5,996.0,1015.260009765625,1015.260009765625,200175,1.0,Friday
2002-12-23,2002-12-23,1025.0,1045.5,997.5,1001.5,1001.5,380875,-1.0,Thursday
2002-12-30,2002-12-30,999.5,1037.5,979.0,1036.0,1036.0,611448,1.0,Tuesday
2003-01-06,2003-01-06,1034.5,1099.0,1031.0,1091.5,1091.5,1319608,1.0,Monday
2003-01-13,2003-01-13,1090.5,1108.5,1018.0,1020.0,1020.0,1135839,-1.0,Monday
2003-01-20,2003-01-20,1020.5,1041.0,992.5,1000.0,1000.0,1284740,-1.0,Thursday
2003-01-27,2003-01-27,1003.0,1027.0,965.0,984.5,984.5,1227272,-1.0,Thursday
2003-02-03,2003-02-03,984.0,1000.5,951.5,959.5,959.5,1246313,-1.0,Wednesday
2003-02-10,2003-02-10,958.0,990.5,938.5,985.0,985.0,1203856,1.0,Thursday
2003-02-17,2003-02-17,986.5,1022.0,983.0,1014.5,1014.5,1163516,1.0,Tuesday
2003-02-24,2003-02-24,1016.5,1021.5,968.5,1010.5,1010.5,1265837,-1.0,Monday
2003-03-03,2003-03-03,1014.5,1024.0,964.5,986.5,986.5,1212706,-1.0,Monday
2003-03-10,2003-03-10,986.5,1044.5,945.0,1034.5,1034.5,810215,1.0,Wednesday
2003-03-17,2003-03-17,1029.0,1095.5,1016.5,1094.5799560546875,1094.5799560546875,317957,1.0,Monday
2003-03-24,2003-03-24,1085.0,1087.5,1043.5,1051.5,1051.5,1094331,-1.0,Monday
2003-03-31,2003-03-31,1047.0,1082.0,1015.0,1050.0,1050.0,1242224,1.0,Monday
2003-04-07,2003-04-07,1060.0,1095.0,1019.5,1028.5,1028.5,1274308,-1.0,Monday
2003-04-14,2003-04-14,1029.0,1087.5,1026.0,1083.0,1083.0,993675,1.0,Monday
2003-04-21,2003-04-21,1084.0,1118.0,1072.5,1085.5,1085.5,1200519,1.0,Monday
2003-04-28,2003-04-28,1085.0,1139.5,1081.5,1139.0,1139.0,1053788,1.0,Monday
2003-05-05,2003-05-05,1138.0,1163.5,1114.5,1143.5,1143.5,1298774,1.0,Friday
2003-05-12,2003-05-12,1144.5,1168.0,1134.0,1156.5,1156.5,1127357,1.0,Monday
2003-05-19,2003-05-19,1154.0,1154.0,1104.0,1130.5,1130.5,1158698,-1.0,Monday
2003-05-26,2003-05-26,1129.5,1202.5,1122.5,1199.0,1199.0,1305440,1.0,Tuesday
2003-06-02,2003-06-02,1198.5,1266.5,1180.0,1213.0,1213.0,1655811,1.0,Monday
2003-06-09,2003-06-09,1209.0,1240.0,1188.0,1207.0,1207.0,1025391,-1.0,Thursday
2003-06-16,2003-06-16,1201.5,1256.0,1201.5,1238.0799560546875,1238.0799560546875,292816,1.0,Monday
2003-06-23,2003-06-23,1221.0,1232.0,1188.0,1202.5,1202.5,1465140,-1.0,Friday
2003-06-30,2003-06-30,1205.0,1253.0,1179.0,1229.0,1229.0,969672,1.0,Tuesday
2003-07-07,2003-07-07,1233.0,1309.5,1233.0,1281.5,1281.5,1385675,1.0,Monday
2003-07-14,2003-07-14,1284.0,1319.5,1245.0,1258.5,1258.5,1583267,-1.0,Monday
2003-07-21,2003-07-21,1258.5,1291.0,1232.0,1280.5,1280.5,1564328,1.0,Monday
2003-07-28,2003-07-28,1282.0,1301.0,1257.0,1267.5,1267.5,1313179,-1.0,Thursday
2003-08-04,2003-08-04,1266.0,1279.0,1204.0,1210.5,1210.5,1423868,-1.0,Monday
2003-08-11,2003-08-11,1209.5,1259.5,1208.5,1254.5,1254.5,923079,1.0,Monday
2003-08-18,2003-08-18,1253.0,1343.0,1252.5,1305.0,1305.0,1193531,1.0,Monday
2003-08-25,2003-08-25,1305.5,1346.0,1280.0,1342.0,1342.0,1140659,1.0,Tuesday
2003-09-01,2003-09-01,1341.0,1381.5,1333.0,1366.0,1366.0,1352179,1.0,Tuesday
2003-09-08,2003-09-08,1364.5,1393.5,1327.0,1359.5,1359.5,1085696,-1.0,Tuesday
2003-09-15,2003-09-15,1359.5,1402.0,1345.5,1405.47998046875,1405.47998046875,285713,1.0,Monday
2003-09-22,2003-09-22,1392.0,1393.5,1309.0,1310.5,1310.5,1875553,-1.0,Wednesday
2003-09-29,2003-09-29,1311.0,1388.0,1303.0,1376.5,1376.5,1807655,1.0,Tuesday
2003-10-06,2003-10-06,1375.5,1420.0,1369.0,1409.5,1409.5,1458605,1.0,Tuesday
2003-10-13,2003-10-13,1409.0,1444.5,1393.0,1393.5,1393.5,1319880,-1.0,Wednesday
2003-10-20,2003-10-20,1394.0,1427.5,1347.5,1376.0,1376.0,1437986,-1.0,Tuesday
2003-10-27,2003-10-27,1374.0,1445.0,1369.5,1418.0,1418.0,1359658,1.0,Monday
2003-11-03,2003-11-03,1412.5,1458.5,1412.5,1433.5,1433.5,1267173,1.0,Monday
2003-11-10,2003-11-10,1434.0,1450.5,1402.0,1409.5,1409.5,1414265,-1.0,Thursday
2003-11-17,2003-11-17,1409.0,1409.0,1356.5,1378.5,1378.5,1730192,-1.0,Monday
2003-11-24,2003-11-24,1374.5,1429.5,1374.5,1425.0,1425.0,1084602,1.0,Monday
2003-12-01,2003-12-01,1424.0,1453.0,1405.0,1410.0,1410.0,1551673,-1.0,Wednesday
2003-12-08,2003-12-08,1409.5,1426.0,1372.5,1418.0,1418.0,1136453,1.0,Wednesday
2003-12-15,2003-12-15,1446.5,1452.5,1385.0,1431.989990234375,1431.989990234375,303439,-1.0,Monday
2003-12-22,2003-12-22,1422.5,1454.5,1417.0,1445.0,1445.0,398335,1.0,Monday
2003-12-29,2003-12-29,1445.0,1483.0,1445.0,1466.5,1466.5,523399,1.0,Monday
2004-01-05,2004-01-05,1468.0,1545.0,1467.0,1521.5,1521.5,1418363,1.0,Monday
2004-01-12,2004-01-12,1521.0,1556.0,1515.0,1553.0,1553.0,1860100,1.0,Tuesday
2004-01-19,2004-01-19,1552.5,1563.0,1521.0,1533.0,1533.0,1530834,-1.0,Tuesday
2004-01-26,2004-01-26,1530.5,1557.0,1475.5,1495.0,1495.0,1669916,-1.0,Tuesday
2004-02-02,2004-02-02,1494.0,1509.5,1460.0,1494.5,1494.5,1541618,1.0,Friday
2004-02-09,2004-02-09,1496.0,1517.5,1479.0,1488.0,1488.0,1159531,-1.0,Thursday
2004-02-16,2004-02-16,1489.0,1525.5,1470.5,1483.5,1483.5,1488323,-1.0,Thursday
2004-02-23,2004-02-23,1483.5,1493.5,1452.0,1471.5,1471.5,1668898,-1.0,Monday
2004-03-01,2004-03-01,1473.0,1496.0,1456.5,1474.5,1474.5,1533135,1.0,Wednesday
2004-03-08,2004-03-08,1475.0,1482.0,1395.5,1429.0,1429.0,1489628,-1.0,Monday
2004-03-15,2004-03-15,1425.0,1433.0,1393.0,1415.75,1415.75,396751,-1.0,Wednesday
2004-03-22,2004-03-22,1399.5,1434.0,1365.5,1419.5,1419.5,1748760,1.0,Wednesday
2004-03-29,2004-03-29,1420.5,1496.5,1420.0,1495.0,1495.0,1393465,1.0,Monday
2004-04-05,2004-04-05,1493.5,1511.0,1477.0,1489.5,1489.5,962504,-1.0,Monday
2004-04-12,2004-04-12,1489.0,1508.5,1442.0,1453.5,1453.5,1433462,-1.0,Tuesday
2004-04-19,2004-04-19,1450.5,1501.0,1435.0,1498.0,1498.0,1585944,1.0,Tuesday
2004-04-26,2004-04-26,1497.0,1502.0,1399.5,1403.0,1403.0,1744475,-1.0,Monday
2004-05-03,2004-05-03,1399.5,1439.5,1399.5,1406.0,1406.0,1701901,1.0,Monday
2004-05-10,2004-05-10,1405.0,1426.5,1378.5,1400.0,1400.0,2064071,-1.0,Thursday
2004-05-17,2004-05-17,1398.5,1429.0,1372.5,1408.5,1408.5,1540998,1.0,Monday
2004-05-24,2004-05-24,1407.5,1471.5,1406.0,1467.0,1467.0,1609638,1.0,Tuesday
2004-05-31,2004-05-31,1466.5,1476.0,1441.5,1456.5,1456.5,1268241,-1.0,Wednesday
2004-06-07,2004-06-07,1454.5,1496.5,1454.0,1482.0,1482.0,1375622,1.0,Monday
2004-06-14,2004-06-14,1475.0,1489.0,1451.5,1457.3499755859375,1457.3499755859375,367842,-1.0,Tuesday
2004-06-21,2004-06-21,1469.0,1508.5,1452.5,1505.5,1505.5,1249037,1.0,Tuesday
2004-06-28,2004-06-28,1504.5,1528.5,1477.0,1488.0,1488.0,1622999,-1.0,Wednesday
2004-07-05,2004-07-05,1489.5,1493.0,1433.5,1442.0,1442.0,1472246,-1.0,Tuesday
2004-07-12,2004-07-12,1444.5,1446.0,1394.5,1397.5,1397.5,1671370,-1.0,Monday
2004-07-19,2004-07-19,1398.0,1438.0,1371.5,1378.0,1378.0,1827927,-1.0,Wednesday
2004-07-26,2004-07-26,1381.0,1414.0,1360.0,1402.5,1402.5,1776276,1.0,Monday
2004-08-02,2004-08-02,1400.0,1410.5,1315.5,1317.5,1317.5,1579835,-1.0,Monday
2004-08-09,2004-08-09,1320.0,1348.5,1302.0,1311.5,1311.5,1505000,-1.0,Tuesday
2004-08-16,2004-08-16,1311.5,1374.0,1303.5,1367.5,1367.5,1436708,1.0,Monday
2004-08-23,2004-08-23,1367.5,1395.0,1361.0,1390.0,1390.0,1144863,1.0,Tuesday
2004-08-30,2004-08-30,1389.5,1403.5,1354.0,1375.0,1375.0,1171177,-1.0,Thursday
2004-09-06,2004-09-06,1374.5,1416.0,1372.0,1413.5,1413.5,1130806,1.0,Tuesday
2004-09-13,2004-09-13,1414.0,1437.0,1410.5,1419.030029296875,1419.030029296875,336157,1.0,Monday
2004-09-20,2004-09-20,1429.5,1446.5,1401.5,1404.5,1404.5,1513375,-1.0,Tuesday
2004-09-27,2004-09-27,1404.5,1458.0,1381.0,1456.5,1456.5,1499269,1.0,Tuesday
2004-10-04,2004-10-04,1456.0,1479.5,1431.5,1435.5,1435.5,1438691,-1.0,Wednesday
2004-10-11,2004-10-11,1435.5,1457.5,1419.0,1436.0,1436.0,1658827,1.0,Tuesday
2004-10-18,2004-10-18,1436.5,1482.5,1424.0,1443.5,1443.5,2019576,1.0,Monday
2004-10-25,2004-10-25,1443.5,1500.5,1426.5,1490.0,1490.0,1848854,1.0,Tuesday
2004-11-01,2004-11-01,1481.0,1538.5,1481.0,1530.5,1530.5,1726824,1.0,Monday
2004-11-08,2004-11-08,1530.0,1558.0,1516.0,1555.5,1555.5,1335739,1.0,Wednesday
2004-11-15,2004-11-15,1557.0,1584.5,1543.5,1558.0,1558.0,1456306,1.0,Tuesday
2004-11-22,2004-11-22,1555.5,1594.0,1547.0,1577.5,1577.5,1001241,1.0,Monday
2004-11-29,2004-11-29,1577.5,1633.5,1568.5,1611.5,1611.5,1558379,1.0,Monday
2004-12-06,2004-12-06,1611.0,1629.0,1578.0,1608.5,1608.5,1177714,-1.0,Tuesday
2004-12-13,2004-12-13,1608.5,1636.0,1600.5,1607.6400146484375,1607.6400146484375,382709,-1.0,Wednesday
2004-12-20,2004-12-20,1610.0,1629.0,1595.0,1618.5,1618.5,753582,1.0,Monday
2004-12-27,2004-12-27,1620.0,1638.5,1607.0,1628.5,1628.5,519347,1.0,Monday
2005-01-03,2005-01-03,1628.0,1644.0,1557.5,1567.5,1567.5,1887894,-1.0,Monday
2005-01-10,2005-01-10,1570.5,1584.5,1547.5,1562.5,1562.5,1707605,-1.0,Monday
2005-01-17,2005-01-17,1564.5,1580.5,1506.0,1509.5,1509.5,1474539,-1.0,Tuesday
2005-01-24,2005-01-24,1510.0,1518.0,1484.5,1509.5,1509.5,1821480,-1.0,Wednesday
2005-01-31,2005-01-31,1513.0,1539.0,1504.5,1534.0,1534.0,1402111,1.0,Thursday
2005-02-07,2005-02-07,1537.5,1546.5,1499.5,1534.0,1534.0,1594131,-1.0,Tuesday
2005-02-14,2005-02-14,1536.5,1565.0,1514.0,1517.0,1517.0,1596014,-1.0,Tuesday
2005-02-21,2005-02-21,1518.5,1532.0,1490.5,1531.0,1531.0,1438582,1.0,Wednesday
2005-02-28,2005-02-28,1530.5,1543.5,1499.5,1525.0,1525.0,1668977,-1.0,Wednesday
2005-03-07,2005-03-07,1528.0,1555.0,1502.0,1509.0,1509.0,1222220,-1.0,Monday
2005-03-14,2005-03-14,1509.0,1523.5,1482.5,1486.9000244140625,1486.9000244140625,470855,-1.0,Tuesday
2005-03-21,2005-03-21,1492.5,1500.0,1463.5,1480.0,1480.0,1144356,-1.0,Monday
2005-03-28,2005-03-28,1482.0,1508.0,1465.5,1480.0,1480.0,1571178,-1.0,Friday
2005-04-04,2005-04-04,1478.0,1511.5,1468.5,1493.5,1493.5,1334994,1.0,Monday
2005-04-11,2005-04-11,1492.0,1499.0,1412.5,1414.5,1414.5,1992973,-1.0,Monday
2005-04-18,2005-04-18,1414.5,1454.5,1400.5,1431.5,1431.5,1894355,1.0,Monday
2005-04-25,2005-04-25,1430.5,1452.0,1397.5,1425.5,1425.5,1613082,-1.0,Tuesday
2005-05-02,2005-05-02,1426.0,1468.0,1419.0,1458.0,1458.0,1353547,1.0,Monday
2005-05-09,2005-05-09,1459.5,1483.0,1435.0,1473.5,1473.5,1674839,1.0,Wednesday
2005-05-16,2005-05-16,1474.5,1532.0,1468.5,1530.5,1530.5,1356493,1.0,Monday
2005-05-23,2005-05-23,1530.5,1554.5,1526.5,1552.0,1552.0,1111683,1.0,Wednesday
2005-05-30,2005-05-30,1552.0,1576.5,1540.0,1550.5,1550.5,1036642,-1.0,Friday
2005-06-06,2005-06-06,1550.0,1562.0,1516.5,1524.0,1524.0,1015784,-1.0,Tuesday
2005-06-13,2005-06-13,1523.0,1549.0,1510.5,1553.9599609375,1553.9599609375,412715,1.0,Wednesday
2005-06-20,2005-06-20,1548.5,1561.0,1507.5,1511.5,1511.5,1432545,-1.0,Thursday
2005-06-27,2005-06-27,1511.5,1524.0,1498.0,1500.0,1500.0,1083285,-1.0,Wednesday
2005-07-04,2005-07-04,1500.0,1545.0,1465.0,1544.5,1544.5,1243939,1.0,Thursday
2005-07-11,2005-07-11,1544.5,1591.0,1542.5,1587.0,1587.0,1220859,1.0,Monday
2005-07-18,2005-07-18,1586.0,1623.0,1578.0,1609.5,1609.5,1215705,1.0,Monday
2005-07-25,2005-07-25,1609.5,1630.0,1597.5,1611.5,1611.5,1039825,1.0,Tuesday
2005-08-01,2005-08-01,1616.0,1635.5,1605.0,1607.5,1607.5,987173,-1.0,Tuesday
2005-08-08,2005-08-08,1607.0,1615.5,1585.5,1592.5,1592.5,1190773,-1.0,Wednesday
2005-08-15,2005-08-15,1592.0,1612.5,1576.0,1579.5,1579.5,1096375,-1.0,Monday
2005-08-22,2005-08-22,1578.5,1593.5,1555.0,1563.5,1563.5,1108006,-1.0,Monday
2005-08-29,2005-08-29,1559.0,1590.5,1544.5,1576.5,1576.5,1165772,1.0,Monday
2005-09-05,2005-09-05,1578.5,1611.5,1577.0,1609.0,1609.0,612382,1.0,Tuesday
2005-09-12,2005-09-12,1609.5,1620.5,1584.5,1591.9200439453125,1591.9200439453125,407721,-1.0,Tuesday
2005-09-19,2005-09-19,1612.5,1618.0,1563.5,1585.0,1585.0,1427669,-1.0,Tuesday
2005-09-26,2005-09-26,1592.0,1616.0,1571.0,1614.0,1614.0,1341418,1.0,Thursday
2005-10-03,2005-10-03,1615.5,1629.5,1548.5,1563.0,1563.0,1575011,-1.0,Tuesday
2005-10-10,2005-10-10,1562.0,1571.0,1523.0,1550.0,1550.0,1564413,-1.0,Monday
2005-10-17,2005-10-17,1550.5,1584.0,1533.5,1575.5,1575.5,1649377,1.0,Wednesday
2005-10-24,2005-10-24,1575.0,1601.5,1545.5,1560.5,1560.5,1484407,-1.0,Wednesday
